,Departamento,Anio,Concepto,Cantidad
2846,Boyacá,2014,Salas de quirófanos,24
2847,Boyacá,2014,Mesas de partos,48
2848,Boyacá,2014,Número de unidades de odontología,234
2849,Caldas,2014,Camas de hospitalización,679
2850,Caldas,2014,Camas de observación,179
2851,Caldas,2014,Consultorios de consulta externa,272
2852,Caldas,2014,Consultorios en el servicio de urgencias,63
2853,Caldas,2014,Salas de quirófanos,19
2854,Caldas,2014,Mesas de partos,42
2855,Caldas,2014,Número de unidades de odontología,130
2856,Caquetá,2014,Camas de hospitalización,331
2857,Caquetá,2014,Camas de observación,97
2858,Caquetá,2014,Consultorios de consulta externa,79
2859,Caquetá,2014,Consultorios en el servicio de urgencias,22
2860,Caquetá,2014,Salas de quirófanos,4
2861,Caquetá,2014,Mesas de partos,21
2862,Caquetá,2014,Número de unidades de odontología,32
2863,Casanare,2014,Camas de hospitalización,334
2864,Casanare,2014,Camas de observación,135
2865,Casanare,2014,Consultorios de consulta externa,94
2866,Casanare,2014,Consultorios en el servicio de urgencias,28
2867,Casanare,2014,Salas de quirófanos,3
2868,Casanare,2014,Mesas de partos,21
2869,Casanare,2014,Número de unidades de odontología,44
2870,Cauca,2014,Camas de hospitalización,753
2871,Cauca,2014,Camas de observación,304
2872,Cauca,2014,Consultorios de consulta externa,255
2873,Cauca,2014,Consultorios en el servicio de urgencias,65
2874,Cauca,2014,Salas de quirófanos,16
2875,Cauca,2014,Mesas de partos,61
2876,Cauca,2014,Número de unidades de odontología,196
2877,Cesar,2014,Camas de hospitalización,780
2878,Cesar,2014,Camas de observación,234
2879,Cesar,2014,Consultorios de consulta externa,268
2880,Cesar,2014,Consultorios en el servicio de urgencias,64
2881,Cesar,2014,Salas de quirófanos,15
2882,Cesar,2014,Mesas de partos,50
2883,Cesar,2014,Número de unidades de odontología,88
2884,Chocó,2014,Camas de hospitalización,237
2885,Chocó,2014,Camas de observación,84
2886,Chocó,2014,Consultorios de consulta externa,37
2887,Chocó,2014,Consultorios en el servicio de urgencias,9
2888,Chocó,2014,Salas de quirófanos,3
2889,Chocó,2014,Mesas de partos,9
2890,Chocó,2014,Número de unidades de odontología,12
2891,Córdoba,2014,Camas de hospitalización,769
2892,Córdoba,2014,Camas de observación,334
2893,Córdoba,2014,Consultorios de consulta externa,337
2894,Córdoba,2014,Consultorios en el servicio de urgencias,72
2895,Córdoba,2014,Salas de quirófanos,13
2896,Córdoba,2014,Mesas de partos,43
2897,Córdoba,2014,Número de unidades de odontología,127
2898,Cundinamarca,2014,Camas de hospitalización,1.691
2899,Cundinamarca,2014,Camas de observación,429
2900,Cundinamarca,2014,Consultorios de consulta externa,659
2901,Cundinamarca,2014,Consultorios en el servicio de urgencias,104
2902,Cundinamarca,2014,Salas de quirófanos,52
2903,Cundinamarca,2014,Mesas de partos,61
2904,Cundinamarca,2014,Número de unidades de odontología,274
2905,Guainía,2014,Camas de hospitalización,48
2906,Guainía,2014,Camas de observación,6
2907,Guainía,2014,Consultorios de consulta externa,7
2908,Guainía,2014,Consultorios en el servicio de urgencias,3
2909,Guainía,2014,Salas de quirófanos,2
2910,Guainía,2014,Mesas de partos,4
2911,Guainía,2014,Número de unidades de odontología,5
2912,Guaviare,2014,Camas de hospitalización,106
2913,Guaviare,2014,Camas de observación,39
2914,Guaviare,2014,Consultorios de consulta externa,29
2915,Guaviare,2014,Consultorios en el servicio de urgencias,6
2916,Guaviare,2014,Salas de quirófanos,2
2917,Guaviare,2014,Mesas de partos,4
2918,Guaviare,2014,Número de unidades de odontología,11
2919,Huila,2014,Camas de hospitalización,984
2920,Huila,2014,Camas de observación,449
2921,Huila,2014,Consultorios de consulta externa,302
2922,Huila,2014,Consultorios en el servicio de urgencias,71
2923,Huila,2014,Salas de quirófanos,17
2924,Huila,2014,Mesas de partos,45
2925,Huila,2014,Número de unidades de odontología,165
2926,La Guajira,2014,Camas de hospitalización,445
2927,La Guajira,2014,Camas de observación,189
2928,La Guajira,2014,Consultorios de consulta externa,244
2929,La Guajira,2014,Consultorios en el servicio de urgencias,43
2930,La Guajira,2014,Salas de quirófanos,16
2931,La Guajira,2014,Mesas de partos,32
2932,La Guajira,2014,Número de unidades de odontología,97
2933,Magdalena,2014,Camas de hospitalización,794
2934,Magdalena,2014,Camas de observación,226
2935,Magdalena,2014,Consultorios de consulta externa,316
2936,Magdalena,2014,Consultorios en el servicio de urgencias,71
2937,Magdalena,2014,Salas de quirófanos,17
2938,Magdalena,2014,Mesas de partos,68
2939,Magdalena,2014,Número de unidades de odontología,120
2940,Meta,2014,Camas de hospitalización,663
2941,Meta,2014,Camas de observación,194
2942,Meta,2014,Consultorios de consulta externa,286
2943,Meta,2014,Consultorios en el servicio de urgencias,56
2944,Meta,2014,Salas de quirófanos,9
2945,Meta,2014,Mesas de partos,35
2946,Meta,2014,Número de unidades de odontología,75
2947,Nariño,2014,Camas de hospitalización,715
2948,Nariño,2014,Camas de observación,500
2949,Nariño,2014,Consultorios de consulta externa,531
2950,Nariño,2014,Consultorios en el servicio de urgencias,90
2951,Nariño,2014,Salas de quirófanos,18
2952,Nariño,2014,Mesas de partos,84
2953,Nariño,2014,Número de unidades de odontología,292
2954,Norte de Santander,2014,Camas de hospitalización,815
2955,Norte de Santander,2014,Camas de observación,281
2956,Norte de Santander,2014,Consultorios de consulta externa,239
2957,Norte de Santander,2014,Consultorios en el servicio de urgencias,80
2958,Norte de Santander,2014,Salas de quirófanos,15
2959,Norte de Santander,2014,Mesas de partos,70
2960,Norte de Santander,2014,Número de unidades de odontología,124
2961,Putumayo,2014,Camas de hospitalización,312
2962,Putumayo,2014,Camas de observación,119
2963,Putumayo,2014,Consultorios de consulta externa,79
2964,Putumayo,2014,Consultorios en el servicio de urgencias,21
2965,Putumayo,2014,Salas de quirófanos,8
2966,Putumayo,2014,Mesas de partos,10
2967,Putumayo,2014,Número de unidades de odontología,54
2968,Quindío,2014,Camas de hospitalización,537
2969,Quindío,2014,Camas de observación,148
2970,Quindío,2014,Consultorios de consulta externa,162
2971,Quindío,2014,Consultorios en el servicio de urgencias,35
2972,Quindío,2014,Salas de quirófanos,8
2973,Quindío,2014,Mesas de partos,14
2974,Quindío,2014,Número de unidades de odontología,75
2975,Risaralda,2014,Camas de hospitalización,689
2976,Risaralda,2014,Camas de observación,203
2977,Risaralda,2014,Consultorios de consulta externa,269
2978,Risaralda,2014,Consultorios en el servicio de urgencias,42
2979,Risaralda,2014,Salas de quirófanos,14
2980,Risaralda,2014,Mesas de partos,21
2981,Risaralda,2014,Número de unidades de odontología,96
2982,Santander,2014,Camas de hospitalización,1.477
2983,Santander,2014,Camas de observación,377
2984,Santander,2014,Consultorios de consulta externa,411
2985,Santander,2014,Consultorios en el servicio de urgencias,127
2986,Santander,2014,Salas de quirófanos,27
2987,Santander,2014,Mesas de partos,94
2988,Santander,2014,Número de unidades de odontología,177
2989,Sucre,2014,Camas de hospitalización,608
2990,Sucre,2014,Camas de observación,243
2991,Sucre,2014,Consultorios de consulta externa,194
2992,Sucre,2014,Consultorios en el servicio de urgencias,40
2993,Sucre,2014,Salas de quirófanos,10
2994,Sucre,2014,Mesas de partos,41
2995,Sucre,2014,Número de unidades de odontología,66
2996,Tolima,2014,Camas de hospitalización,1.134
2997,Tolima,2014,Camas de observación,358
2998,Tolima,2014,Consultorios de consulta externa,323
2999,Tolima,2014,Consultorios en el servicio de urgencias,87
3000,Tolima,2014,Salas de quirófanos,17
3001,Tolima,2014,Mesas de partos,59
3002,Tolima,2014,Número de unidades de odontología,120
3003,Valle del Cauca,2014,Camas de hospitalización,1.775
3004,Valle del Cauca,2014,Camas de observación,555
3005,Valle del Cauca,2014,Consultorios de consulta externa,954
3006,Valle del Cauca,2014,Consultorios en el servicio de urgencias,140
3007,Valle del Cauca,2014,Salas de quirófanos,50
3008,Valle del Cauca,2014,Mesas de partos,63
3009,Valle del Cauca,2014,Número de unidades de odontología,403
3010,Vaupés,2014,Camas de hospitalización,14
3011,Vaupés,2014,Camas de observación,6
3012,Vaupés,2014,Consultorios de consulta externa,5
3013,Vaupés,2014,Consultorios en el servicio de urgencias,3
3014,Vaupés,2014,Salas de quirófanos,1
3015,Vaupés,2014,Mesas de partos,3
3016,Vaupés,2014,Número de unidades de odontología,5
3017,Vichada,2014,Camas de hospitalización,92
3018,Vichada,2014,Camas de observación,9
3019,Vichada,2014,Consultorios de consulta externa,19
3020,Vichada,2014,Consultorios en el servicio de urgencias,7
3021,Vichada,2014,Salas de quirófanos,1
3022,Vichada,2014,Mesas de partos,6
3023,Vichada,2014,Número de unidades de odontología,7
3024,Nacional,2015,Camas de hospitalización,26.545
3025,Nacional,2015,Camas de observación,8.427
3026,Nacional,2015,Consultorios de consulta externa,9.903
3027,Nacional,2015,Consultorios en el servicio de urgencias,2.012
3028,Nacional,2015,Salas de quirófanos,542
3029,Nacional,2015,Mesas de partos,1.257
3030,Nacional,2015,Número de unidades de odontología,4.054
3031,Amazonas,2015,Camas de hospitalización,86
3032,Amazonas,2015,Camas de observación,36
3033,Amazonas,2015,Consultorios de consulta externa,27
3034,Amazonas,2015,Consultorios en el servicio de urgencias,10
3035,Amazonas,2015,Salas de quirófanos,2
3036,Amazonas,2015,Mesas de partos,9
3037,Amazonas,2015,Número de unidades de odontología,11
3038,Antioquia,2015,Camas de hospitalización,3.777
3039,Antioquia,2015,Camas de observación,986
3040,Antioquia,2015,Consultorios de consulta externa,1.236
3041,Antioquia,2015,Consultorios en el servicio de urgencias,225
3042,Antioquia,2015,Salas de quirófanos,65
3043,Antioquia,2015,Mesas de partos,148
3044,Antioquia,2015,Número de unidades de odontología,494
3045,Arauca,2015,Camas de hospitalización,328
3046,Arauca,2015,Camas de observación,77
3047,Arauca,2015,Consultorios de consulta externa,116
3048,Arauca,2015,Consultorios en el servicio de urgencias,16
3049,Arauca,2015,Salas de quirófanos,11
3050,Arauca,2015,Mesas de partos,9
3051,Arauca,2015,Número de unidades de odontología,25
3052,Atlántico,2015,Camas de hospitalización,692
3053,Atlántico,2015,Camas de observación,199
3054,Atlántico,2015,Consultorios de consulta externa,175
3055,Atlántico,2015,Consultorios en el servicio de urgencias,47
3056,Atlántico,2015,Salas de quirófanos,13
3057,Atlántico,2015,Mesas de partos,33
3058,Atlántico,2015,Número de unidades de odontología,83
3059,"Bogotá, D.C.",2015,Camas de hospitalización,3.216
3060,"Bogotá, D.C.",2015,Camas de observación,580
3061,"Bogotá, D.C.",2015,Consultorios de consulta externa,1.011
3062,"Bogotá, D.C.",2015,Consultorios en el servicio de urgencias,132
3063,"Bogotá, D.C.",2015,Salas de quirófanos,74
3064,"Bogotá, D.C.",2015,Mesas de partos,33
3065,"Bogotá, D.C.",2015,Número de unidades de odontología,255
3066,Bolívar,2015,Camas de hospitalización,962
3067,Bolívar,2015,Camas de observación,443
3068,Bolívar,2015,Consultorios de consulta externa,448
3069,Bolívar,2015,Consultorios en el servicio de urgencias,104
3070,Bolívar,2015,Salas de quirófanos,18
3071,Bolívar,2015,Mesas de partos,68
3072,Bolívar,2015,Número de unidades de odontología,157
3073,Boyacá,2015,Camas de hospitalización,903
3074,Boyacá,2015,Camas de observación,220
3075,Boyacá,2015,Consultorios de consulta externa,480
3076,Boyacá,2015,Consultorios en el servicio de urgencias,69
3077,Boyacá,2015,Salas de quirófanos,25
3078,Boyacá,2015,Mesas de partos,44
3079,Boyacá,2015,Número de unidades de odontología,218
3080,Caldas,2015,Camas de hospitalización,743
3081,Caldas,2015,Camas de observación,177
3082,Caldas,2015,Consultorios de consulta externa,284
3083,Caldas,2015,Consultorios en el servicio de urgencias,63
3084,Caldas,2015,Salas de quirófanos,15
3085,Caldas,2015,Mesas de partos,37
3086,Caldas,2015,Número de unidades de odontología,131
3087,Caquetá,2015,Camas de hospitalización,334
3088,Caquetá,2015,Camas de observación,102
3089,Caquetá,2015,Consultorios de consulta externa,83
3090,Caquetá,2015,Consultorios en el servicio de urgencias,24
3091,Caquetá,2015,Salas de quirófanos,4
3092,Caquetá,2015,Mesas de partos,20
3093,Caquetá,2015,Número de unidades de odontología,31
3094,Casanare,2015,Camas de hospitalización,301
3095,Casanare,2015,Camas de observación,183
3096,Casanare,2015,Consultorios de consulta externa,98
3097,Casanare,2015,Consultorios en el servicio de urgencias,36
3098,Casanare,2015,Salas de quirófanos,6
3099,Casanare,2015,Mesas de partos,21
3100,Casanare,2015,Número de unidades de odontología,42
3101,Cauca,2015,Camas de hospitalización,763
3102,Cauca,2015,Camas de observación,313
3103,Cauca,2015,Consultorios de consulta externa,245
3104,Cauca,2015,Consultorios en el servicio de urgencias,66
3105,Cauca,2015,Salas de quirófanos,13
3106,Cauca,2015,Mesas de partos,59
3107,Cauca,2015,Número de unidades de odontología,187
3108,Cesar,2015,Camas de hospitalización,721
3109,Cesar,2015,Camas de observación,204
3110,Cesar,2015,Consultorios de consulta externa,266
3111,Cesar,2015,Consultorios en el servicio de urgencias,61
3112,Cesar,2015,Salas de quirófanos,13
3113,Cesar,2015,Mesas de partos,48
3114,Cesar,2015,Número de unidades de odontología,89
3115,Chocó,2015,Camas de hospitalización,239
3116,Chocó,2015,Camas de observación,94
3117,Chocó,2015,Consultorios de consulta externa,34
3118,Chocó,2015,Consultorios en el servicio de urgencias,12
3119,Chocó,2015,Salas de quirófanos,3
3120,Chocó,2015,Mesas de partos,9
3121,Chocó,2015,Número de unidades de odontología,13
3122,Córdoba,2015,Camas de hospitalización,774
3123,Córdoba,2015,Camas de observación,342
3124,Córdoba,2015,Consultorios de consulta externa,342
3125,Córdoba,2015,Consultorios en el servicio de urgencias,92
3126,Córdoba,2015,Salas de quirófanos,13
3127,Córdoba,2015,Mesas de partos,42
3128,Córdoba,2015,Número de unidades de odontología,125
3129,Cundinamarca,2015,Camas de hospitalización,1.771
3130,Cundinamarca,2015,Camas de observación,445
3131,Cundinamarca,2015,Consultorios de consulta externa,661
3132,Cundinamarca,2015,Consultorios en el servicio de urgencias,112
3133,Cundinamarca,2015,Salas de quirófanos,52
3134,Cundinamarca,2015,Mesas de partos,62
3135,Cundinamarca,2015,Número de unidades de odontología,288
3136,Guainía,2015,Camas de hospitalización,50
3137,Guainía,2015,Camas de observación,6
3138,Guainía,2015,Consultorios de consulta externa,7
3139,Guainía,2015,Consultorios en el servicio de urgencias,3
3140,Guainía,2015,Salas de quirófanos,2
3141,Guainía,2015,Mesas de partos,4
3142,Guainía,2015,Número de unidades de odontología,5
3143,Guaviare,2015,Camas de hospitalización,68
3144,Guaviare,2015,Camas de observación,46
3145,Guaviare,2015,Consultorios de consulta externa,32
3146,Guaviare,2015,Consultorios en el servicio de urgencias,6
3147,Guaviare,2015,Salas de quirófanos,2
3148,Guaviare,2015,Mesas de partos,4
3149,Guaviare,2015,Número de unidades de odontología,13
3150,Huila,2015,Camas de hospitalización,896
3151,Huila,2015,Camas de observación,422
3152,Huila,2015,Consultorios de consulta externa,292
3153,Huila,2015,Consultorios en el servicio de urgencias,81
3154,Huila,2015,Salas de quirófanos,17
3155,Huila,2015,Mesas de partos,44
3156,Huila,2015,Número de unidades de odontología,173
3157,La Guajira,2015,Camas de hospitalización,454
3158,La Guajira,2015,Camas de observación,197
3159,La Guajira,2015,Consultorios de consulta externa,234
3160,La Guajira,2015,Consultorios en el servicio de urgencias,42
3161,La Guajira,2015,Salas de quirófanos,14
3162,La Guajira,2015,Mesas de partos,23
3163,La Guajira,2015,Número de unidades de odontología,95
3164,Magdalena,2015,Camas de hospitalización,813
3165,Magdalena,2015,Camas de observación,237
3166,Magdalena,2015,Consultorios de consulta externa,251
3167,Magdalena,2015,Consultorios en el servicio de urgencias,72
3168,Magdalena,2015,Salas de quirófanos,16
